F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,Label,Prob
-1.288,-0.405,0.916,1.64,-0.945,2.276,-0.656,0.37,0.359,1.036,0.686,-0.627,0,0.396
0.406,-0.12,-0.344,2.276,0.496,-0.583,0.063,-2.062,-1.099,1.898,1.542,1.601,1,0.524
0.337,-0.667,-0.053,-0.333,-1.492,0.412,-1.123,-0.43,1.498,0.613,-0.585,3.212,0,0.523
-1.561,-0.395,0.952,0.326,-0.258,-1.708,1.24,0.487,0.226,-0.789,0.06,0.367,1,0.726
0.167,0.302,-0.95,-2.261,1.545,-0.075,-0.859,-0.22,-2.431,-0.931,-1.179,0.662,0,0.212
1.182,1.383,-0.48,1.363,-0.71,-0.693,1.678,1.261,-0.709,-0.885,-1.18,0.234,1,0.583
0.081,1.32,-2.428,2.036,-0.93,-0.508,-0.802,-1.101,-0.057,-1.95,0.915,2.579,0,0.135
-0.735,-0.817,0.435,-1.129,0.772,1.476,-0.586,-0.449,-1.339,-0.112,1.412,-1.545,1,0.682
-0.159,-0.725,-1.319,-0.676,0.346,1.796,0.119,0.469,-1.481,-0.898,-0.27,-0.413,0,0.557
-2.146,2.921,-1.079,-1.228,3.295,0.664,0.783,0.259,-0.846,-2.233,-0.876,-3.838,1,0.801
-3.289,4.292,-0.208,-0.577,-0.631,-0.013,0.896,0.101,-1.373,-0.939,0.989,-0.05,0,0.157
-0.53,0.27,1.524,-0.39,-0.494,-0.931,-0.757,-0.185,0.359,1.276,-0.011,0.669,1,0.495
-0.686,0.312,-0.719,0.013,-0.058,0.45,-0.597,1.917,1.684,-0.226,0.437,2.163,0,0.317
0.107,-0.517,0.801,1.664,1.233,0.952,-1.284,-0.778,2.588,-0.21,0.32,-1.209,1,0.775
-0.509,0.181,0.914,1.068,0.959,0.006,0.859,0.501,-0.021,-0.474,-0.43,-0.959,0,0.470
-0.309,-1.88,0.473,0.292,0.896,0.25,-0.088,-1.047,0.695,0.858,0.232,0.87,1,0.775
1.134,-0.61,3.399,0.851,0.573,1.585,-0.074,-1.498,-1.318,-1.497,0.085,-1.547,0,0.216
-1.467,-0.135,0.341,1.16,0.59,-1.811,0.812,1.357,1.287,-2.278,2.287,3.588,1,0.926
-0.201,0.774,0.594,-0.233,0.844,-0.044,-1.391,0.555,1.379,-1.94,-0.821,0.116,0,0.462
0.667,-1.441,-0.772,-0.595,0.539,2.016,-1.662,2.026,1.316,0.257,0.231,1.036,1,0.927
-1.161,0.397,-1.493,-1.113,-1.753,-0.824,-1.417,-1.462,0.313,0.329,-1.866,-1.403,0,0.505
0.028,-0.901,-0.288,0.6,-0.773,-1.267,-1.363,0.682,-0.596,2.422,-0.173,0.713,1,0.918
0.527,0.324,1.635,-0.439,-0.777,1.101,-1.058,-2.205,2.086,1.959,-1.115,-0.091,0,0.677
-1.429,0.71,0.89,1.193,-1.816,-0.453,-0.419,0.649,-0.12,1.126,1.788,0.29,1,0.328
2.01,0.713,-0.262,-0.276,-0.489,-1.116,0.324,-0.164,-1.017,1.227,-1.94,1.082,0,0.270
0.854,0.517,-0.325,1.749,-0.239,0.69,-1.062,0.978,-0.226,-0.146,-0.39,0.327,1,0.426
0.439,0.365,-2.734,0.511,-0.481,-0.283,-0.621,0.76,0.366,-0.031,0.241,0.943,0,0.234
-1.31,-0.353,-0.813,-0.425,0.073,2.129,-2.108,0.754,0.023,-0.602,1.041,-0.556,1,0.737
-1.305,1.59,1.792,0.481,0.24,0.499,-0.822,-0.891,-1.0,-0.753,0.343,-1.561,0,0.320
-2.415,0.746,1.691,-1.208,0.283,0.056,0.354,0.07,1.872,-0.765,-1.948,-2.263,1,0.828
-2.207,0.864,0.899,-0.573,0.659,-2.628,1.979,0.441,-0.933,-1.181,-1.219,-1.95,0,0.495
-0.911,0.819,-0.256,-1.06,2.468,-1.105,-2.299,-1.019,0.217,1.006,-1.177,-1.175,1,0.503
-0.794,0.885,-0.966,0.197,0.28,-0.505,-0.334,-1.234,1.001,-1.12,-0.873,1.833,0,0.186
-0.789,-0.519,0.115,1.4,-1.277,1.068,0.412,-1.247,1.77,-0.6,-0.095,-0.288,1,0.611
0.369,-0.256,-0.444,-1.235,0.039,0.089,-0.385,0.383,-1.46,1.857,-1.115,-0.159,0,0.233
0.003,-2.435,0.665,-0.351,-0.11,0.349,0.826,-1.479,3.241,0.388,1.141,1.445,1,0.848
0.494,-1.368,-0.806,0.555,1.082,1.863,-1.418,1.792,-1.187,-0.336,-0.42,-0.318,0,0.412
-1.009,-0.37,-0.462,1.338,-1.688,-0.18,-1.017,0.551,0.405,-1.725,1.152,2.457,1,0.398
-0.477,0.621,-1.756,-2.063,0.017,-1.083,-0.018,0.505,1.345,0.293,-2.26,-1.218,0,0.489
1.047,0.024,-0.837,-1.64,-0.206,0.407,-1.838,0.51,0.354,2.061,-0.926,-1.557,1,0.768
0.833,1.035,-2.874,0.121,0.011,0.826,-0.032,0.44,0.035,-0.161,-0.678,-0.971,0,0.235
-0.097,-1.194,-0.155,-0.125,1.122,-0.982,-0.91,0.73,0.423,-1.23,-0.533,0.116,1,0.774
-1.102,-0.844,-0.362,1.396,0.748,0.661,0.133,-0.019,0.633,-2.424,0.263,-0.11,0,0.822
-0.656,-0.156,-0.634,0.561,-0.695,-0.015,-1.173,-0.238,0.327,-2.272,-0.65,-0.609,1,0.355
1.073,1.548,0.884,-0.272,-0.306,0.333,-1.763,-0.419,-1.07,0.174,-1.569,-0.563,0,0.175
1.036,-0.42,-0.899,2.415,1.18,-2.262,0.988,1.233,-1.671,0.195,-1.332,1.416,1,0.520
0.177,1.147,-0.869,-0.044,-1.836,-0.193,-1.185,2.084,-0.179,-0.254,0.227,-2.176,0,0.254
0.66,-2.6,-0.147,-1.013,-1.064,1.194,-0.12,0.204,1.768,-1.8,-0.465,0.261,1,0.851
-1.0,-0.076,0.34,1.353,1.57,0.127,0.247,-1.334,0.864,-1.413,0.63,-0.898,0,0.677
-0.069,0.148,1.232,0.329,-0.313,0.94,-0.517,0.702,-0.723,0.437,-2.368,0.386,1,0.267
-1.548,-0.68,-0.665,-0.417,-0.927,-0.285,0.605,1.113,-0.555,-2.789,1.9,-0.76,0,0.638
-0.142,-0.329,-0.902,-0.439,-1.352,-0.91,0.437,-0.475,-0.703,0.106,-2.323,0.477,1,0.369
-0.603,1.153,-1.507,-0.706,1.997,-1.016,-0.509,-1.999,-0.343,-0.706,-0.118,-0.479,0,0.412
0.142,2.084,0.548,3.023,0.226,0.92,-1.114,0.527,1.394,-0.966,0.213,0.348,1,0.707
2.147,-1.209,0.844,-0.036,-0.727,-0.431,0.633,-0.794,0.289,-0.746,-1.25,-0.309,0,0.558
-0.689,-3.226,1.152,0.677,-0.88,0.042,-0.251,-1.067,-0.114,-1.274,1.592,2.213,1,0.734
1.171,-0.105,0.056,-0.972,-0.609,-1.953,0.561,0.067,-1.226,-0.376,-0.398,-1.152,0,0.177
-1.098,-0.629,0.207,-0.095,-1.125,-0.063,0.958,-2.256,-2.059,2.422,-2.493,-0.216,1,0.594
-0.734,-0.423,-0.805,0.502,-0.928,1.175,-0.033,0.344,-0.209,1.373,-1.635,-1.012,0,0.429
-0.065,-0.095,-2.177,-0.898,0.489,0.799,-0.189,0.013,0.629,-0.856,1.478,-0.345,1,0.524
0.386,1.574,-2.004,0.604,-1.055,0.864,-0.629,2.585,2.639,1.354,-1.8,-0.55,0,0.434
0.574,-1.376,-1.71,1.501,0.383,-0.359,-0.407,-0.226,-0.079,0.454,0.928,-0.376,1,0.698
-1.093,1.122,0.122,1.089,1.294,0.563,-0.526,-1.801,1.714,-1.31,-0.522,0.95,0,0.506
-1.549,-0.674,0.869,0.914,-2.232,-0.855,-0.073,2.007,-0.411,-0.336,-1.115,0.614,1,0.147
-1.347,0.512,0.213,-1.133,-1.612,0.512,-1.863,-0.804,-3.125,1.328,-1.567,-0.445,0,0.234
0.902,0.757,-0.588,-0.929,0.738,0.008,-0.21,-0.118,-1.354,-0.639,0.754,1.151,1,0.270
0.608,0.364,0.537,0.351,-0.818,0.443,-1.47,-0.33,-0.786,0.97,-0.334,-0.408,0,0.175
-1.575,-3.612,-0.61,0.177,0.582,0.592,0.2,-1.399,-0.581,0.676,0.459,-0.28,1,0.748
-1.524,-0.99,0.648,0.193,2.095,0.228,1.228,-1.661,-1.048,-1.174,-0.598,-0.33,0,0.461
-0.84,-2.174,0.224,-1.259,-0.739,-0.166,-0.143,-0.119,0.578,0.85,-2.371,-0.535,1,0.709
-0.456,0.456,-0.213,-1.74,-1.358,0.28,0.329,-0.595,-0.138,-0.793,0.228,-1.173,0,0.444
1.136,-0.074,-1.901,-0.897,-1.411,-0.873,-0.258,-1.199,0.93,2.649,-0.644,0.424,1,0.959
-1.565,1.103,-0.126,1.162,1.241,-1.021,0.562,0.686,-0.638,-0.738,0.03,-0.538,0,0.296
-0.262,-0.77,0.784,1.319,1.12,1.376,-2.449,-0.387,0.09,-1.261,-0.388,-0.533,1,0.777
1.803,1.411,-0.255,-2.498,0.488,-0.708,-0.162,-1.196,0.448,2.749,-0.65,-0.752,0,0.424
0.595,-0.718,-0.252,-0.341,1.165,-0.767,1.153,-0.731,2.536,-1.449,-1.352,0.466,1,0.796
0.821,-1.543,-0.817,0.508,-1.025,-0.25,0.135,2.602,-2.485,-0.654,0.6,-0.108,0,0.079
-1.258,0.273,0.919,0.84,-0.377,-1.171,1.636,0.918,1.59,-1.044,-1.591,1.219,1,0.755
0.218,-0.287,0.47,-5.196,-0.185,-1.194,-1.675,1.407,1.119,-0.357,-0.493,0.851,0,0.477
0.013,-0.586,-0.343,-2.047,-0.498,0.767,0.818,0.666,1.759,1.499,-0.556,-0.519,1,0.822
-0.998,-0.18,-0.617,0.924,-0.512,0.716,-0.692,0.213,-1.39,0.385,-4.115,-0.629,0,0.127
1.833,-0.603,-0.759,-2.476,-0.237,-0.503,-0.802,1.163,-0.351,0.702,0.536,0.524,1,0.706
-2.381,0.25,0.659,3.497,-1.161,1.315,0.016,-1.004,2.313,0.793,-2.654,-0.231,0,0.503
-1.369,1.092,1.031,-0.863,-0.151,-2.153,0.483,0.909,0.334,1.272,1.857,0.402,1,0.762
-0.371,0.434,0.933,-1.522,-0.611,-0.184,-0.034,-0.817,-1.762,1.499,-1.35,0.302,0,0.274
1.167,-0.313,-0.309,-1.053,-1.718,1.261,0.201,-0.616,-0.63,-1.258,-0.784,1.332,1,0.514
-0.472,-0.484,-3.249,1.718,-0.118,-1.131,-1.121,-0.005,-0.314,-0.185,0.149,-1.054,0,0.290
-1.271,-1.698,-1.096,-1.309,0.281,1.682,-0.351,0.39,-1.282,-1.656,-0.104,-3.426,1,0.897
-1.278,0.903,-0.824,0.035,-0.066,0.679,1.108,-0.887,-0.853,-0.68,1.003,-0.113,0,0.236
-4.733,0.38,0.132,-0.605,1.065,-0.128,-0.875,1.76,-2.223,-0.211,-0.975,-1.554,1,0.315
-0.434,0.907,0.687,-1.208,-4.411,0.254,0.048,1.285,-0.344,-1.153,1.6,0.005,0,0.117
-0.888,-0.144,-0.402,-0.024,0.217,-0.818,-1.499,-0.611,0.965,1.553,0.894,-1.926,1,0.691
-0.079,2.62,-0.816,0.616,0.434,-0.419,3.19,3.233,0.601,-1.359,-0.289,0.936,0,0.584
-0.028,-0.28,0.592,0.868,1.427,0.344,0.052,-0.78,1.383,0.065,0.239,-0.655,1,0.703
0.171,-1.982,1.475,-0.336,0.435,-0.438,0.555,0.457,0.775,-1.572,3.328,-0.896,0,0.426
0.952,2.032,2.027,-0.561,1.787,-0.035,0.658,0.07,0.026,0.667,1.386,-0.283,1,0.359
0.916,-0.62,-1.78,1.464,0.553,0.578,-0.79,-0.24,0.028,-0.993,0.203,0.494,0,0.733
-1.232,-0.643,1.175,-2.349,0.491,-0.403,1.648,1.114,-2.322,-0.112,-0.061,0.149,1,0.605
0.194,0.638,-0.324,-0.387,0.745,-0.083,1.613,0.182,1.516,1.28,-1.259,1.167,0,0.595
-0.186,0.434,-1.196,-2.962,0.796,0.713,0.056,1.114,0.981,-0.076,0.081,-0.508,1,0.472
-1.279,-1.006,0.558,-0.016,-0.015,1.111,-1.557,1.484,-0.92,0.423,1.109,-0.695,0,0.595
-0.367,-0.662,0.324,-0.149,-1.28,-1.126,-0.533,2.397,0.778,1.758,-1.077,-0.842,1,0.851
-0.007,-0.453,0.989,-0.176,2.085,1.656,-0.412,-1.58,0.645,0.406,0.465,0.074,0,0.658
-0.972,-1.227,-0.612,1.256,1.614,0.029,-0.757,0.845,0.453,2.812,-0.946,0.233,1,0.956
-0.557,1.353,-0.668,-1.014,-0.016,0.542,1.619,-0.688,-1.464,1.645,-0.727,-1.131,0,0.435
1.503,-1.863,-1.14,1.371,1.903,0.97,1.385,-1.844,0.324,-0.031,-1.338,0.439,1,0.918
-0.71,0.352,-1.402,1.897,0.016,-0.935,-0.459,-0.44,0.813,-1.131,-0.762,-0.609,0,0.306
-2.329,0.032,-0.924,-0.451,-0.704,2.135,-0.442,-2.136,0.487,0.062,1.306,-2.028,1,0.463
1.009,1.124,0.302,0.789,0.122,0.725,0.766,-1.066,-0.187,-0.834,0.986,-0.442,0,0.389
-0.42,1.367,-0.298,-0.901,1.716,-0.838,-0.267,1.915,1.835,-2.31,-0.448,0.805,1,0.572
-0.07,1.909,0.469,0.256,-0.443,-2.5,-0.315,1.328,0.059,-0.038,1.278,-0.521,0,0.288
-0.358,0.048,-1.329,-0.114,-2.304,-0.502,-0.94,0.468,1.481,1.756,-0.262,-0.989,1,0.818
-0.899,0.399,-0.937,-0.726,0.657,0.731,0.944,-0.183,1.744,-0.478,0.736,0.731,0,0.510
0.66,0.482,-0.056,0.838,1.961,1.997,-1.418,0.662,1.242,0.228,-0.649,-1.96,1,0.659
1.885,-1.668,0.012,2.027,0.353,-0.009,1.01,1.355,-1.765,-1.823,2.202,-0.507,0,0.369
1.913,-1.254,0.495,-0.154,0.046,-0.214,-0.975,-1.447,1.099,-0.88,0.54,-0.927,1,0.750
-0.186,0.166,-0.058,1.018,-0.324,-1.628,-1.165,2.645,0.307,-0.648,-0.319,-0.66,0,0.360
-1.29,0.818,1.424,0.418,-0.733,0.368,2.028,-1.836,-1.055,-1.019,0.126,1.673,1,0.797
0.845,1.081,-0.143,-1.112,-0.039,0.3,-2.152,-0.193,0.572,-0.484,-1.091,0.859,0,0.546
0.637,-0.743,-0.547,0.45,-1.29,1.25,-0.352,-0.103,-0.304,0.138,-0.334,-1.849,1,0.339
-0.657,-0.348,-1.647,2.089,-1.158,0.275,-1.256,1.321,-1.909,0.866,-0.965,-1.221,0,0.112
-0.297,-1.041,-1.007,1.017,0.397,-1.215,-0.904,1.295,-0.232,-0.286,0.71,-0.587,1,0.628
1.651,-0.486,0.001,-1.615,-0.332,1.806,0.14,0.172,1.473,0.105,0.547,1.409,0,0.738
1.405,0.533,-0.713,0.948,-0.881,-2.158,-0.928,0.49,-0.122,1.407,0.652,-1.202,1,0.230
-1.028,2.339,-0.733,-1.539,-1.328,0.21,3.165,0.367,-0.551,-0.312,-1.301,1.189,0,0.397
0.847,0.826,-1.156,1.548,-0.593,1.424,-0.785,0.12,-1.141,-1.572,-0.658,-1.841,1,0.331
0.361,0.348,-2.286,0.609,-1.033,-0.279,-0.245,0.587,-0.244,-3.084,0.33,-0.326,0,0.120
-1.447,1.151,0.167,-0.573,0.619,0.805,-2.017,2.113,-1.032,-1.493,0.361,-1.735,1,0.679
-0.447,-0.424,1.092,-0.281,0.066,1.911,-0.5,0.064,1.043,-2.058,0.04,-0.094,0,0.666
-0.194,0.525,1.88,1.111,0.533,0.083,-1.727,1.05,-0.101,-1.043,-1.668,-1.992,1,0.626
-0.016,-2.354,0.803,1.104,-0.776,2.617,0.62,2.045,-0.679,-0.333,-1.344,-0.398,0,0.325
-0.706,0.652,-0.083,-0.676,-2.357,-0.845,-1.966,-0.429,0.061,1.62,-1.397,-1.261,1,0.738
-0.985,0.11,-1.356,0.057,1.488,2.161,1.125,0.495,-2.365,0.48,-1.106,1.522,0,0.127
0.361,-1.104,0.396,0.122,0.393,0.342,-0.542,-0.848,1.009,0.555,-1.261,-0.317,1,0.683
1.619,0.792,-0.971,-1.123,0.987,-0.949,-0.027,0.121,-0.945,-1.248,1.177,-1.334,0,0.120
1.285,-0.282,0.295,0.603,1.72,0.658,-0.353,-2.154,0.397,-1.503,-0.448,0.472,1,0.657
0.497,0.796,0.344,1.156,-0.034,-0.253,0.59,0.682,-2.123,-0.051,0.26,-0.442,0,0.121
-0.44,1.246,0.383,0.541,0.482,-0.264,2.384,-0.402,0.746,-0.647,-1.172,2.995,1,0.782
-0.416,0.322,-1.402,-0.669,0.373,0.914,-3.146,1.096,0.419,1.654,-1.305,0.674,0,0.703
0.718,-0.229,-1.645,-1.461,-1.902,1.964,-0.596,0.317,0.074,-0.16,-0.937,-0.164,1,0.440
-4.686,-0.448,-1.943,-0.196,-1.142,1.351,-0.673,-0.647,-0.584,1.329,-3.157,0.013,0,0.195
1.229,-1.042,-0.583,-0.257,-0.104,0.338,0.017,-1.745,0.333,-0.198,-0.704,0.13,1,0.792
-1.192,-0.366,-0.13,3.222,-3.486,1.088,0.901,-1.387,0.01,0.497,0.237,1.291,0,0.298
0.821,-0.535,0.435,0.545,-0.846,0.279,-1.088,1.109,0.148,1.171,-1.144,-1.444,1,0.450
2.688,2.388,-0.077,-2.039,-0.756,1.283,0.674,-0.869,-2.005,1.314,-1.058,-0.749,0,0.085
1.251,0.467,-1.458,2.723,0.327,-2.594,0.567,0.555,-0.625,0.486,-1.39,-2.641,1,0.115
2.237,0.277,-1.292,0.376,-0.533,-1.754,-1.174,1.086,-0.568,0.579,0.805,-0.338,0,0.107
-1.525,0.404,-0.081,-0.259,-0.211,1.213,-1.283,-1.054,0.519,-0.151,1.516,0.225,1,0.703
-0.448,-0.21,0.763,-1.148,0.879,1.29,-0.506,-0.913,-1.318,0.73,1.03,-0.927,0,0.482
-0.187,-0.07,1.772,-0.61,1.296,0.514,1.829,0.033,0.765,-0.238,-2.23,0.122,1,0.522
-1.958,2.923,0.871,0.224,-1.015,-1.504,-1.132,1.124,-0.16,-1.858,-0.125,-1.274,0,0.326
0.927,0.076,-1.893,0.073,0.02,0.066,-1.602,2.909,-1.292,0.955,-1.093,-0.228,1,0.233
-0.313,-0.192,-1.347,0.344,0.862,-0.019,0.588,-2.213,0.375,-0.616,-0.525,2.139,0,0.416
1.142,-1.791,0.3,2.09,-0.596,0.82,0.68,-0.255,0.022,0.544,0.404,1.069,1,0.695
1.921,1.62,-0.422,-0.79,-1.917,-0.377,-0.143,0.128,-1.399,1.873,2.488,-1.818,0,0.040
1.408,-1.623,-0.52,1.787,-1.359,1.237,-0.52,-0.303,1.366,-1.006,-1.351,1.65,1,0.637
0.917,-0.701,3.104,1.088,-2.237,-0.164,-2.796,1.868,-1.043,1.226,-2.376,0.178,0,0.079
1.127,0.669,0.178,0.291,-0.057,1.437,-0.935,0.003,0.762,1.241,0.115,-0.185,1,0.552
-0.312,-0.531,-1.114,-1.318,0.185,0.507,-0.022,-1.02,0.226,0.699,-0.685,1.679,0,0.544
-0.628,-0.655,-0.668,0.863,-0.477,3.369,-1.357,1.847,2.39,0.69,-1.491,0.245,1,0.500
2.085,0.811,-0.678,1.097,-0.718,0.399,-0.018,0.259,1.118,2.343,-2.164,-2.946,0,0.198
-1.227,-1.8,-2.043,-0.081,0.418,0.538,0.088,2.155,0.576,-0.176,-1.386,1.419,1,0.717
0.807,-1.771,0.857,0.69,0.889,0.44,-0.6,-1.167,2.101,-1.692,-0.461,2.952,0,0.757
0.139,0.056,-0.299,1.18,0.93,-0.354,-0.162,1.13,-0.074,-0.516,-1.077,0.228,1,0.461
0.167,1.364,-0.497,0.062,-0.964,0.171,0.655,-0.902,-1.229,1.107,-2.542,-1.684,0,0.170
0.341,-1.536,-0.088,-0.292,-0.2,1.24,-1.284,-0.518,0.246,-0.276,-0.186,0.417,1,0.846
-0.459,0.182,0.47,1.503,-0.581,0.369,-0.905,-0.31,0.792,-2.749,0.961,-1.112,0,0.534
-0.273,-1.744,-0.562,-0.117,0.472,0.859,-1.483,4.552,0.328,0.096,0.594,-1.035,1,0.948
-0.091,0.307,1.708,0.197,-0.113,2.004,-2.406,0.04,-0.726,-2.111,1.599,0.351,0,0.314
0.604,-3.162,1.304,0.217,-0.669,1.013,2.203,0.524,1.297,0.179,-1.894,-0.781,1,0.698
-0.376,2.391,0.614,1.334,-1.133,-0.791,-0.008,1.525,-0.767,-0.875,1.159,-1.191,0,0.143
-1.154,-0.675,-2.724,-1.07,-1.985,-0.263,-0.033,-0.964,0.311,-2.797,-0.807,-1.121,1,0.781
-0.855,0.451,-1.45,0.395,0.661,1.561,-0.276,2.3,-0.695,-0.064,-1.704,1.664,0,0.189
0.936,-1.733,0.211,1.455,1.233,1.283,1.185,-0.758,0.564,-0.606,1.622,-0.73,1,0.858
1.502,1.898,0.914,0.972,1.322,0.731,-0.363,-0.074,-0.526,1.115,1.374,-1.754,0,0.268
0.182,0.616,1.529,0.03,0.609,0.42,-0.488,-0.242,1.926,-1.779,-0.857,2.822,1,0.401
1.463,0.323,-0.153,1.485,-0.418,0.548,-1.805,1.336,1.522,-0.325,-1.759,-0.705,0,0.591
-1.594,0.515,-0.003,-1.202,-1.558,-0.091,1.097,1.11,-0.217,-0.381,-1.321,0.485,1,0.521
0.727,-0.409,0.899,-2.879,-0.741,-1.381,0.118,-1.077,0.28,1.182,-2.359,0.929,0,0.462
-0.421,0.144,-0.495,-1.567,0.611,-0.488,-1.258,-0.257,0.355,-0.28,-0.38,1.303,1,0.350
-1.648,0.632,-0.679,0.947,-0.938,2.18,1.395,0.649,-0.78,0.299,-1.398,-3.255,0,0.106
0.315,-1.073,-0.038,-0.841,1.031,-0.143,-1.258,1.849,-0.888,-0.218,-0.006,0.678,1,0.803
0.336,-0.63,2.02,0.487,-1.347,-0.502,-0.644,-1.099,1.986,-1.469,0.066,1.09,0,0.371
-0.382,0.521,0.339,0.853,-0.295,0.658,1.29,-0.178,0.321,-0.443,-0.16,-0.809,1,0.617
-1.307,-0.382,-0.355,-0.19,0.157,-1.03,-0.608,-1.345,-0.065,-0.57,-0.373,-1.132,0,0.633
0.399,-0.525,-0.595,2.352,1.331,0.246,-1.417,0.579,1.155,-1.721,-0.753,-0.564,1,0.794
1.839,0.248,-1.262,0.712,-1.083,1.953,-0.851,-0.356,0.161,-2.782,-0.044,2.323,0,0.220
-0.094,0.971,-1.417,-0.939,-0.22,1.742,-0.231,-0.668,-0.034,-0.95,-0.225,-0.201,1,0.321
0.067,1.142,-0.228,-0.903,0.661,2.806,-1.466,-1.145,-0.961,-0.843,1.386,0.385,0,0.251
-1.299,2.092,0.559,-1.664,-1.228,0.294,1.62,1.381,-1.546,0.582,-0.605,-0.093,1,0.344
1.783,1.291,-0.236,0.08,-2.696,-0.93,0.529,1.693,-0.426,-1.109,3.341,-0.77,0,0.051
1.268,0.918,-2.627,0.134,-0.363,-0.522,-1.584,0.923,2.166,0.77,-0.769,-0.598,1,0.217
-2.634,-0.407,-1.41,0.85,0.526,1.093,0.141,0.935,-0.354,-1.106,-0.568,0.198,0,0.457
-0.334,-1.247,1.243,0.369,-0.569,0.546,-1.975,-1.205,0.819,-0.238,0.188,-0.483,1,0.676
-0.658,0.655,-1.11,-0.165,1.303,0.186,-0.995,0.0,-0.943,1.563,2.301,-0.592,0,0.170
-0.71,1.52,0.349,1.301,0.3,1.085,0.923,-0.755,1.0,-1.329,1.305,-0.501,1,0.667
0.778,-1.697,-0.225,-0.505,-0.281,0.287,-0.803,2.682,-1.446,-0.631,-2.185,1.529,0,0.858
0.458,1.6,1.188,-1.811,1.698,-0.503,1.078,-0.444,-0.809,2.33,-0.495,-0.655,1,0.288
0.495,0.153,0.097,-1.005,0.471,-0.009,0.061,2.142,1.095,-0.205,-0.051,-0.248,0,0.663
0.28,-0.372,-1.617,-0.857,-1.255,1.944,1.791,0.261,0.344,0.582,-0.233,0.242,1,0.626
-0.449,-0.233,0.012,0.113,-1.537,-1.99,-0.353,1.867,-1.625,0.743,-0.188,1.932,0,0.416
2.296,-0.285,-1.162,0.2,0.672,-0.987,0.221,1.569,0.731,-0.404,-0.646,-0.976,1,0.642
-1.436,-1.788,1.507,2.017,-2.162,1.745,0.598,-0.976,-0.032,-0.73,-0.462,1.907,0,0.302
-0.174,0.141,1.086,0.961,-0.041,0.192,-0.706,-1.005,0.194,0.015,-0.637,-0.917,1,0.467
-0.135,-0.057,0.381,-0.399,-0.371,0.351,0.75,0.601,-2.401,0.167,-1.214,-0.796,0,0.171
0.809,0.045,-1.465,0.963,0.309,0.939,2.999,0.154,-0.535,-0.715,-1.252,0.406,1,0.705
-0.43,0.066,-0.843,-1.511,-0.544,-1.735,-0.793,-0.405,-0.39,-1.541,-0.014,-0.632,0,0.374
-1.084,-2.155,0.013,-0.165,-0.663,2.187,-1.732,0.55,0.24,-1.777,1.201,-1.001,1,0.864
0.245,1.08,-1.263,0.517,1.442,2.258,-3.213,-1.088,-0.012,-0.703,1.404,1.134,0,0.222
-1.028,0.869,0.758,-0.659,1.137,0.248,-0.607,0.946,-0.02,-3.601,1.728,-0.351,1,0.606
1.167,1.08,-1.085,0.525,-0.167,-1.342,0.778,2.16,-1.291,-0.234,0.683,-0.228,0,0.100
0.503,-0.672,0.215,-1.162,1.523,-2.217,-2.351,-2.352,1.206,0.462,-1.933,-0.186,1,0.786
-0.237,0.764,-1.02,0.058,0.417,-2.885,2.297,-1.865,1.03,0.095,-1.108,0.788,0,0.355
0.594,-4.105,0.784,-0.265,2.053,0.886,-1.728,-1.352,2.242,-0.546,-0.548,0.886,1,0.925
1.524,1.184,0.51,-1.425,2.535,0.235,-1.064,-0.541,-0.416,2.135,3.169,-2.439,0,0.037
0.751,-1.475,0.715,-0.801,1.122,1.205,-0.555,-1.352,2.061,0.609,-0.527,0.725,1,0.776
0.621,0.106,-0.037,-0.016,-1.315,-1.403,-0.39,-0.236,-2.49,0.457,-0.489,-2.291,0,0.052
-0.424,0.351,-0.264,-1.276,0.531,0.229,-1.678,0.184,1.089,-1.947,-0.376,0.909,1,0.620
-0.639,0.889,1.365,-1.756,0.201,-0.187,0.795,0.215,1.675,0.492,-0.896,1.081,0,0.487
1.605,-0.194,-0.211,-0.353,-0.197,0.301,-0.87,1.373,0.789,1.554,0.432,0.705,1,0.737
-0.232,0.672,1.56,1.868,-1.425,-0.559,-0.518,-1.711,1.232,0.662,-0.914,-0.155,0,0.370
0.811,-0.304,-0.942,-0.113,0.018,-0.746,0.04,-0.204,-0.058,-0.909,0.881,-0.328,1,0.571
-1.371,-0.146,2.087,0.686,-0.054,-0.571,0.209,-1.686,-0.049,-0.252,1.435,1.084,0,0.408
-1.547,-0.237,-1.139,-1.033,1.695,0.915,0.218,0.268,0.874,1.535,1.32,-0.491,1,0.856
0.09,-0.049,0.13,-0.745,0.911,-0.532,0.434,-1.394,-0.671,0.15,-0.621,-0.173,0,0.318
-0.53,0.801,-0.931,-1.223,1.688,0.354,-0.959,-1.525,-0.281,-0.759,-0.407,-0.008,1,0.360
0.49,0.299,-0.585,2.124,-0.188,-0.08,-0.604,-0.51,-0.441,0.306,0.025,1.611,0,0.285
-0.876,-0.685,0.175,-0.274,0.911,0.616,-0.302,0.371,-0.504,0.832,0.343,-2.859,1,0.806
-0.567,0.274,0.071,1.234,0.119,1.884,-1.04,-1.552,1.162,0.102,-1.185,-0.381,0,0.442
0.521,0.15,2.308,-0.685,2.233,-0.077,-0.482,3.052,2.418,-0.955,-0.792,1.374,1,0.414
-0.316,0.762,-0.364,0.908,-1.427,-1.5,1.234,2.729,-0.563,-0.313,2.127,-0.032,0,0.201
